team,season,name,gameId,playerTeam,opposingTeam,home_or_away,gameDate,position,situation,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst,playoffGame
PHI,2015,PHI,2015021023,4,15,1,20160312,Team Level,all,0.5269,0.5408,0.5065,3900.0,27.32,2.38,1.454,6.003,0.886,15.186,13.091,2.239,2.435,2.294,26.0,13.0,14.0,53.0,4.0,0.0,0.0,11.0,3.0,8.0,13.0,22.0,35.0,3.0,6.0,40.0,19.0,10.0,15.0,32.0,2.0,5.0,0.526,0.277,1.577,1.0,1.0,2.0,53.913,39.0,39.527,9.0,0.35,0.0,0.0,2.73,2.793,2.646,27.223,2.137,1.665,6.583,0.935,15.168,11.512,2.064,2.075,2.004,29.0,9.0,7.0,45.0,4.0,1.0,0.0,9.0,0.0,14.0,10.0,25.0,34.0,4.0,8.0,41.0,16.0,9.0,15.0,29.0,7.0,2.0,0.76,0.737,0.64,1.0,3.0,0.0,43.925,38.0,37.141,8.0,0.352,0.299,0.64,1.85,1.789,1.767,0
WPG,2015,WPG,2015021024,3,9,0,20160312,Team Level,all,0.5974,0.4793,0.4828,3600.0,31.129,4.321,2.499,6.845,1.003,16.515,10.816,3.95,4.145,3.787,30.0,12.0,16.0,58.0,3.0,6.0,1.0,3.0,1.0,13.0,16.0,27.0,39.0,3.0,6.0,27.0,24.0,8.0,4.0,26.0,7.0,9.0,0.975,0.864,2.482,1.0,0.0,2.0,55.415,42.0,40.098,4.0,0.551,1.48,1.48,3.393,3.28,3.066,32.279,2.912,2.379,7.389,1.019,18.047,13.254,2.832,3.004,2.924,37.0,8.0,18.0,63.0,2.0,3.0,1.0,13.0,1.0,10.0,16.0,35.0,43.0,4.0,8.0,37.0,16.0,1.0,10.0,36.0,7.0,2.0,0.78,1.004,1.128,1.0,0.0,1.0,64.837,45.0,45.986,10.0,0.572,1.181,1.181,2.302,2.384,2.358,0
DAL,2015,DAL,2015021025,5,14,0,20160312,Team Level,all,0.4735,0.4286,0.4545,3731.0,33.078,3.304,2.473,7.647,1.123,17.853,12.6,3.246,3.201,3.145,38.0,7.0,9.0,54.0,4.0,3.0,0.0,8.0,0.0,13.0,17.0,34.0,41.0,5.0,10.0,27.0,26.0,10.0,14.0,33.0,8.0,4.0,0.929,1.159,1.215,1.0,1.0,2.0,52.003,45.0,43.55,6.0,0.536,0.342,0.342,3.498,3.39,3.341,39.856,3.674,2.794,9.137,1.201,20.261,16.933,3.608,3.859,3.788,36.0,18.0,18.0,72.0,5.0,4.0,1.0,5.0,0.0,20.0,20.0,31.0,49.0,4.0,8.0,37.0,25.0,5.0,4.0,36.0,14.0,4.0,0.852,1.744,1.077,3.0,0.0,2.0,75.989,54.0,56.921,2.0,0.628,0.535,0.535,3.766,3.926,3.885,0
EDM,2015,EDM,2015021026,2,17,0,20160312,Team Level,all,0.6458,0.6048,0.6162,3600.0,42.796,4.412,3.281,9.45,1.425,25.142,17.29,4.234,4.147,3.974,44.0,17.0,14.0,75.0,0.0,4.0,0.0,6.0,3.0,29.0,19.0,44.0,61.0,6.0,12.0,25.0,25.0,7.0,13.0,41.0,17.0,3.0,1.453,2.128,0.831,0.0,0.0,0.0,68.887,61.0,57.07,6.0,0.725,0.772,0.772,4.365,4.111,3.966,27.545,2.42,1.672,6.308,0.854,14.678,12.068,2.398,2.646,2.621,29.0,9.0,11.0,49.0,4.0,0.0,0.0,3.0,0.0,15.0,16.0,25.0,34.0,7.0,14.0,41.0,25.0,9.0,10.0,32.0,4.0,2.0,1.059,0.52,0.841,2.0,0.0,2.0,55.281,38.0,42.3,6.0,0.366,0.0,0.0,2.786,3.049,3.019,0
NSH,2015,NSH,2015021027,22,26,1,20160312,Team Level,all,0.442,0.5463,0.5714,3600.0,34.253,2.303,2.308,7.617,1.137,19.818,14.817,2.249,2.309,2.255,37.0,11.0,11.0,59.0,2.0,1.0,0.0,7.0,2.0,22.0,14.0,35.0,46.0,5.0,15.0,29.0,18.0,6.0,4.0,40.0,6.0,2.0,1.087,0.771,0.445,0.0,2.0,0.0,57.86,48.0,47.093,2.0,0.513,0.181,0.181,2.635,2.642,2.586,25.785,2.907,1.9,5.824,0.864,14.493,10.012,2.88,2.895,2.869,28.0,8.0,13.0,49.0,4.0,1.0,1.0,7.0,0.0,9.0,15.0,24.0,32.0,5.0,13.0,26.0,20.0,2.0,4.0,27.0,4.0,5.0,0.794,0.596,1.517,0.0,1.0,3.0,49.704,36.0,36.439,2.0,0.422,0.359,0.359,2.97,2.956,2.937,0
N.J,2015,N.J,2015021028,6,29,1,20160312,Team Level,all,0.5844,0.4286,0.5063,3884.0,29.758,2.707,1.873,6.673,0.955,15.185,12.607,2.613,2.813,2.718,24.0,16.0,11.0,51.0,2.0,3.0,0.0,3.0,2.0,17.0,13.0,22.0,38.0,4.0,10.0,23.0,26.0,2.0,12.0,28.0,7.0,5.0,0.671,0.757,1.279,1.0,0.0,1.0,53.224,40.0,41.741,11.0,0.433,0.703,0.703,2.437,2.535,2.518,27.042,1.925,1.884,6.567,0.88,16.766,10.979,1.88,1.854,1.81,23.0,16.0,29.0,68.0,1.0,2.0,0.0,7.0,1.0,14.0,14.0,22.0,38.0,1.0,2.0,29.0,35.0,2.0,10.0,33.0,6.0,0.0,1.263,0.663,0.0,0.0,1.0,0.0,65.585,39.0,37.761,7.0,0.415,0.149,0.149,2.191,2.113,2.066,0
WSH,2015,WSH,2015021029,19,28,1,20160312,Team Level,all,0.3958,0.4722,0.44,3600.0,22.567,1.869,1.378,5.125,1.005,12.68,10.944,1.851,1.89,1.872,25.0,8.0,18.0,51.0,2.0,0.0,0.0,6.0,1.0,9.0,15.0,23.0,31.0,2.0,4.0,21.0,29.0,6.0,11.0,24.0,8.0,1.0,0.528,0.864,0.477,0.0,1.0,1.0,50.493,33.0,32.704,4.0,0.316,0.0,0.0,2.185,2.21,2.189,28.804,2.853,1.887,5.781,0.913,17.358,13.208,2.839,2.845,2.831,28.0,14.0,15.0,57.0,5.0,0.0,0.0,7.0,0.0,9.0,21.0,23.0,37.0,4.0,6.0,37.0,23.0,12.0,16.0,28.0,11.0,3.0,0.797,1.11,0.946,1.0,2.0,2.0,58.05,42.0,42.775,5.0,0.396,0.0,0.0,3.25,3.239,3.222,0
NYR,2015,NYR,2015021030,0,1,0,20160313,Team Level,all,0.461,0.5,0.5125,3600.0,29.843,2.852,2.256,6.927,0.988,16.611,11.366,2.661,2.733,2.55,27.0,14.0,16.0,57.0,3.0,6.0,0.0,6.0,1.0,12.0,13.0,24.0,38.0,5.0,13.0,28.0,25.0,10.0,19.0,32.0,5.0,4.0,1.119,0.72,1.013,2.0,0.0,1.0,54.459,41.0,39.31,9.0,0.535,1.263,1.263,2.123,2.031,1.987,27.278,3.334,2.001,7.441,1.134,14.299,10.791,3.163,3.49,3.312,33.0,6.0,18.0,57.0,5.0,9.0,1.0,4.0,1.0,13.0,7.0,28.0,34.0,6.0,15.0,25.0,21.0,5.0,12.0,26.0,7.0,6.0,0.432,1.029,1.873,2.0,2.0,1.0,59.455,39.0,40.802,3.0,0.476,1.361,1.361,2.448,2.559,2.538,0
T.B,2015,T.B,2015021031,7,20,1,20160313,Team Level,all,0.4621,0.4595,0.4396,3600.0,29.566,2.915,1.801,6.902,0.923,14.903,12.555,2.87,3.04,2.993,37.0,3.0,11.0,51.0,4.0,3.0,0.0,8.0,1.0,9.0,15.0,33.0,36.0,6.0,14.0,29.0,6.0,4.0,0.0,29.0,6.0,5.0,0.799,0.687,1.43,1.0,2.0,1.0,54.024,40.0,42.215,0.0,0.4,0.467,0.467,2.848,2.969,2.951,36.649,3.393,2.598,9.32,1.302,20.337,14.05,3.203,3.293,3.109,37.0,14.0,9.0,60.0,0.0,5.0,0.0,9.0,3.0,19.0,15.0,37.0,51.0,6.0,12.0,28.0,27.0,4.0,1.0,36.0,12.0,3.0,1.028,1.629,0.736,0.0,0.0,0.0,57.225,51.0,48.809,0.0,0.593,0.906,0.906,3.079,2.996,2.883,0
TOR,2015,TOR,2015021032,11,25,1,20160313,Team Level,all,0.4696,0.4393,0.4667,3600.0,29.827,2.561,1.824,7.331,0.999,17.004,12.281,2.466,2.735,2.632,27.0,15.0,5.0,47.0,1.0,3.0,0.0,10.0,2.0,14.0,12.0,26.0,41.0,3.0,6.0,30.0,18.0,3.0,3.0,34.0,5.0,3.0,0.98,0.591,0.99,0.0,1.0,0.0,49.526,42.0,44.216,3.0,0.375,0.451,0.822,2.114,2.248,2.227,34.384,2.892,2.218,8.788,1.559,19.073,13.471,2.809,2.762,2.684,38.0,10.0,12.0,60.0,0.0,3.0,0.0,11.0,1.0,20.0,13.0,38.0,48.0,2.0,4.0,33.0,24.0,2.0,14.0,35.0,12.0,1.0,1.216,1.473,0.203,0.0,0.0,0.0,57.4,48.0,45.888,7.0,0.475,0.537,0.658,2.709,2.593,2.547,0
NYI,2015,NYI,2015021033,12,15,0,20160314,Team Level,all,0.4933,0.5175,0.5432,3600.0,30.819,2.65,2.201,6.669,0.963,17.03,14.487,2.529,2.448,2.337,28.0,16.0,15.0,59.0,3.0,1.0,0.0,9.0,2.0,18.0,11.0,25.0,41.0,4.0,11.0,25.0,24.0,5.0,19.0,34.0,7.0,3.0,0.969,0.84,0.841,2.0,1.0,0.0,54.809,44.0,41.018,7.0,0.46,0.202,0.619,2.49,2.307,2.227,26.527,2.722,1.669,5.447,0.825,14.747,11.59,2.564,2.835,2.677,25.0,12.0,18.0,55.0,2.0,1.0,0.0,6.0,0.0,7.0,21.0,23.0,35.0,4.0,11.0,28.0,19.0,6.0,8.0,30.0,4.0,3.0,1.08,0.452,1.19,0.0,1.0,1.0,59.249,37.0,39.574,5.0,0.375,0.434,0.434,2.663,2.799,2.783,0
CHI,2015,CHI,2015021034,21,29,0,20160314,Team Level,all,0.5564,0.5856,0.5694,3600.0,28.979,2.303,2.125,6.563,0.914,17.91,11.185,2.209,2.199,2.105,32.0,9.0,24.0,65.0,0.0,1.0,0.0,7.0,1.0,20.0,12.0,32.0,41.0,2.0,4.0,31.0,23.0,3.0,9.0,30.0,11.0,0.0,1.009,1.295,0.0,0.0,0.0,0.0,59.351,41.0,38.176,8.0,0.472,0.159,0.159,2.617,2.49,2.392,23.357,1.836,1.406,5.814,0.734,11.521,9.689,1.727,2.049,1.929,25.0,6.0,15.0,46.0,5.0,3.0,2.0,4.0,0.0,8.0,11.0,20.0,26.0,6.0,12.0,38.0,46.0,6.0,3.0,24.0,5.0,2.0,0.572,0.535,0.729,2.0,1.0,2.0,52.307,31.0,34.728,3.0,0.3,0.786,0.786,1.35,1.501,1.487,0
STL,2015,STL,2015021035,14,23,1,20160314,Team Level,all,0.4648,0.5,0.5176,3600.0,32.848,3.603,2.405,6.816,0.93,18.305,11.94,3.511,3.651,3.557,35.0,9.0,11.0,55.0,4.0,3.0,1.0,9.0,1.0,12.0,15.0,31.0,40.0,3.0,6.0,48.0,20.0,7.0,13.0,30.0,10.0,4.0,0.932,1.17,1.501,1.0,1.0,2.0,53.949,44.0,43.651,6.0,0.554,0.952,0.952,3.205,3.24,3.193,31.039,4.148,2.377,6.961,0.904,15.868,10.743,3.967,4.151,3.969,32.0,9.0,14.0,55.0,7.0,1.0,0.0,12.0,0.0,12.0,9.0,25.0,34.0,4.0,8.0,35.0,16.0,6.0,27.0,26.0,10.0,5.0,0.864,1.386,1.897,2.0,2.0,3.0,56.573,41.0,41.646,18.0,0.521,0.319,0.595,4.073,4.075,3.978,0
EDM,2015,EDM,2015021036,2,22,0,20160314,Team Level,all,0.4902,0.5392,0.5333,3600.0,28.014,2.171,1.933,5.91,0.897,16.633,12.456,2.151,2.115,2.095,30.0,10.0,15.0,55.0,2.0,0.0,0.0,8.0,1.0,13.0,16.0,28.0,38.0,3.0,6.0,32.0,28.0,6.0,9.0,29.0,10.0,1.0,0.724,1.242,0.205,0.0,2.0,0.0,53.197,40.0,38.78,7.0,0.421,0.0,0.0,2.592,2.524,2.498,25.444,2.258,1.613,5.822,0.849,13.963,10.496,2.208,2.363,2.311,25.0,10.0,12.0,47.0,3.0,1.0,0.0,9.0,1.0,8.0,13.0,22.0,32.0,4.0,8.0,30.0,24.0,8.0,16.0,27.0,4.0,4.0,0.787,0.402,1.069,1.0,1.0,1.0,49.047,35.0,36.395,11.0,0.338,0.315,0.315,2.281,2.388,2.342,0
WPG,2015,WPG,2015021037,3,26,1,20160314,Team Level,all,0.6565,0.5208,0.5309,3600.0,30.515,2.993,2.191,6.591,1.03,17.286,12.908,2.814,3.286,3.086,29.0,14.0,7.0,50.0,5.0,1.0,0.0,7.0,0.0,9.0,21.0,24.0,38.0,4.0,8.0,19.0,20.0,4.0,5.0,30.0,11.0,2.0,0.89,1.536,0.567,4.0,1.0,0.0,56.405,43.0,47.479,4.0,0.48,0.339,0.339,3.135,3.429,3.318,26.28,1.566,1.761,5.729,0.822,16.264,11.858,1.548,1.456,1.44,28.0,10.0,8.0,46.0,2.0,0.0,0.0,7.0,1.0,12.0,16.0,26.0,36.0,3.0,6.0,24.0,13.0,9.0,8.0,33.0,5.0,0.0,0.991,0.575,0.0,1.0,1.0,0.0,41.599,38.0,35.019,7.0,0.373,0.0,0.0,1.939,1.804,1.781,0
N.J,2015,N.J,2015021038,6,10,1,20160314,Team Level,all,0.4209,0.4947,0.48,3600.0,25.05,1.641,1.755,5.809,0.824,14.688,11.283,1.628,1.651,1.639,25.0,11.0,11.0,47.0,1.0,0.0,0.0,10.0,1.0,8.0,16.0,24.0,35.0,3.0,6.0,17.0,25.0,5.0,10.0,29.0,6.0,1.0,0.8,0.618,0.223,0.0,0.0,1.0,44.791,36.0,35.523,8.0,0.374,0.0,0.0,2.014,2.024,2.009,28.895,2.258,1.925,6.217,0.891,16.057,11.652,2.218,2.259,2.219,27.0,12.0,9.0,48.0,7.0,1.0,1.0,6.0,0.0,11.0,14.0,20.0,32.0,3.0,6.0,42.0,24.0,4.0,11.0,31.0,6.0,2.0,0.986,0.674,0.599,4.0,1.0,2.0,50.34,39.0,39.776,6.0,0.404,0.343,0.343,2.319,2.321,2.282,0
PHI,2015,PHI,2015021039,4,25,0,20160315,Team Level,all,0.577,0.5274,0.5514,3600.0,42.037,4.063,3.18,10.35,1.414,24.42,15.574,3.466,4.072,3.474,46.0,13.0,18.0,77.0,4.0,6.0,2.0,9.0,3.0,24.0,13.0,42.0,55.0,2.0,4.0,38.0,28.0,11.0,11.0,42.0,13.0,4.0,1.307,1.764,0.993,1.0,1.0,2.0,79.53,59.0,60.485,7.0,0.747,1.145,1.145,3.665,3.67,3.177,35.361,2.978,2.317,9.673,1.232,18.034,13.767,2.923,2.959,2.905,37.0,11.0,21.0,69.0,3.0,4.0,1.0,9.0,1.0,15.0,16.0,34.0,45.0,6.0,12.0,36.0,29.0,12.0,16.0,36.0,9.0,3.0,1.003,1.131,0.844,0.0,1.0,2.0,65.976,48.0,46.297,15.0,0.507,0.93,0.93,2.555,2.542,2.501,0
PIT,2015,PIT,2015021040,1,12,0,20160315,Team Level,all,0.4758,0.5547,0.5663,3900.0,33.468,2.121,2.114,7.404,1.124,17.823,16.415,2.099,2.097,2.075,34.0,13.0,24.0,71.0,1.0,0.0,0.0,8.0,1.0,17.0,20.0,33.0,46.0,4.0,8.0,34.0,26.0,8.0,7.0,40.0,6.0,1.0,1.229,0.684,0.207,0.0,1.0,0.0,71.382,47.0,47.366,3.0,0.471,0.0,0.0,2.592,2.563,2.536,25.64,2.337,1.567,5.938,0.802,13.265,12.091,2.314,2.348,2.324,26.0,10.0,21.0,57.0,1.0,2.0,1.0,8.0,2.0,10.0,13.0,25.0,35.0,4.0,8.0,25.0,46.0,4.0,4.0,30.0,4.0,2.0,0.864,0.354,1.119,0.0,0.0,1.0,56.531,36.0,35.51,2.0,0.366,0.87,0.87,1.834,1.847,1.839,0
WSH,2015,WSH,2015021041,19,27,0,20160315,Team Level,all,0.696,0.5385,0.6076,3698.0,33.493,3.008,2.248,7.573,1.088,19.476,14.607,2.96,2.931,2.883,31.0,17.0,8.0,56.0,2.0,2.0,1.0,11.0,0.0,19.0,14.0,29.0,46.0,2.0,4.0,24.0,29.0,13.0,12.0,36.0,9.0,3.0,1.288,0.896,0.824,1.0,0.0,1.0,55.03,48.0,47.367,9.0,0.471,0.603,0.603,2.877,2.803,2.756,22.676,1.314,1.397,5.127,0.802,12.041,10.319,1.302,1.364,1.351,26.0,5.0,17.0,48.0,1.0,1.0,0.0,8.0,0.0,10.0,11.0,25.0,30.0,1.0,2.0,20.0,17.0,10.0,4.0,25.0,6.0,0.0,0.534,0.78,0.0,1.0,0.0,0.0,49.027,31.0,31.589,3.0,0.292,0.095,0.095,1.511,1.566,1.56,0
T.B,2015,T.B,2015021042,7,11,1,20160315,Team Level,all,0.6437,0.5547,0.5714,3600.0,35.042,6.607,2.019,7.629,1.09,17.113,13.541,4.907,6.659,4.957,27.0,21.0,23.0,71.0,1.0,3.0,0.0,4.0,2.0,23.0,15.0,26.0,47.0,5.0,10.0,33.0,22.0,9.0,8.0,32.0,5.0,11.0,0.579,0.508,5.52,1.0,0.0,0.0,71.613,48.0,48.171,3.0,0.497,2.019,2.634,4.471,4.516,4.323,25.774,3.657,1.593,5.819,0.829,13.957,10.145,3.571,3.599,3.515,24.0,12.0,21.0,57.0,4.0,2.0,1.0,7.0,1.0,9.0,13.0,20.0,32.0,4.0,8.0,20.0,21.0,6.0,5.0,29.0,3.0,4.0,1.035,0.378,2.243,1.0,0.0,3.0,56.382,36.0,35.693,4.0,0.345,0.854,0.854,3.148,3.103,3.058,0
MTL,2015,MTL,2015021043,13,15,0,20160315,Team Level,all,0.3637,0.4444,0.4487,3600.0,26.059,1.753,1.752,5.922,0.779,14.299,10.496,1.733,1.611,1.594,28.0,7.0,13.0,48.0,1.0,0.0,0.0,8.0,0.0,12.0,14.0,27.0,34.0,6.0,20.0,25.0,36.0,2.0,14.0,27.0,7.0,1.0,0.669,0.871,0.212,1.0,0.0,0.0,43.373,35.0,31.971,12.0,0.366,0.0,0.0,2.119,1.946,1.925,32.57,3.067,2.345,8.079,1.017,16.498,11.995,2.94,3.304,3.166,36.0,7.0,17.0,60.0,4.0,6.0,2.0,11.0,0.0,12.0,10.0,32.0,39.0,4.0,14.0,39.0,31.0,1.0,9.0,30.0,9.0,4.0,0.65,0.92,1.497,1.0,1.0,2.0,65.39,43.0,46.67,9.0,0.514,1.726,1.726,1.856,2.027,1.971,0
MIN,2015,MIN,2015021044,8,18,1,20160315,Team Level,all,0.3246,0.4245,0.4783,3869.0,22.057,0.92,1.269,5.946,0.769,13.073,11.023,0.909,0.998,0.986,25.0,8.0,12.0,45.0,2.0,0.0,0.0,5.0,1.0,13.0,12.0,23.0,31.0,4.0,11.0,24.0,22.0,8.0,8.0,31.0,2.0,0.0,0.758,0.162,0.0,1.0,1.0,0.0,48.701,33.0,35.501,5.0,0.259,0.0,0.0,1.179,1.275,1.261,24.639,1.914,1.666,6.061,0.875,15.311,10.174,1.896,1.857,1.84,20.0,16.0,25.0,61.0,3.0,2.0,1.0,2.0,2.0,13.0,14.0,17.0,33.0,4.0,11.0,29.0,35.0,9.0,9.0,26.0,9.0,1.0,0.663,0.973,0.277,2.0,0.0,1.0,58.3,36.0,34.518,5.0,0.383,0.384,0.384,1.912,1.844,1.829,0
DAL,2015,DAL,2015021045,5,29,0,20160315,Team Level,all,0.5126,0.5612,0.5915,3600.0,30.137,1.847,1.981,7.132,0.914,17.324,12.802,1.768,1.739,1.663,27.0,15.0,13.0,55.0,2.0,1.0,1.0,9.0,1.0,10.0,19.0,25.0,40.0,1.0,2.0,22.0,27.0,8.0,16.0,39.0,2.0,1.0,1.268,0.281,0.297,1.0,0.0,1.0,49.34,42.0,38.218,9.0,0.427,0.297,0.297,1.976,1.84,1.808,21.562,1.756,1.454,4.925,0.67,10.953,9.241,1.745,1.982,1.971,22.0,7.0,14.0,43.0,5.0,0.0,0.0,5.0,2.0,7.0,10.0,17.0,24.0,3.0,6.0,35.0,29.0,3.0,7.0,20.0,8.0,1.0,0.545,0.999,0.212,0.0,4.0,1.0,50.055,29.0,32.861,4.0,0.312,0.0,0.04,2.028,2.285,2.272,0
BOS,2015,BOS,2015021046,24,28,1,20160315,Team Level,all,0.3478,0.439,0.4568,3600.0,25.703,1.831,1.453,6.179,0.963,14.5,12.074,1.828,1.89,1.887,23.0,14.0,17.0,54.0,2.0,1.0,1.0,10.0,2.0,6.0,16.0,21.0,35.0,4.0,8.0,35.0,22.0,3.0,12.0,31.0,5.0,1.0,0.781,0.846,0.203,0.0,1.0,1.0,55.072,37.0,37.735,7.0,0.322,0.203,0.203,1.949,2.008,2.006,31.022,3.433,2.312,6.974,1.055,17.809,12.416,3.374,3.34,3.283,27.0,17.0,25.0,69.0,3.0,2.0,0.0,8.0,4.0,8.0,19.0,24.0,41.0,1.0,2.0,28.0,17.0,5.0,13.0,32.0,7.0,5.0,1.2,0.865,1.368,0.0,1.0,2.0,67.39,44.0,43.236,4.0,0.503,0.631,0.631,3.306,3.226,3.205,0
MTL,2015,MTL,2015021047,13,16,1,20160316,Team Level,all,0.3605,0.3929,0.3846,3795.0,25.555,1.886,1.61,5.804,0.799,14.155,10.744,1.868,1.937,1.917,23.0,12.0,9.0,44.0,3.0,0.0,0.0,7.0,1.0,11.0,13.0,20.0,32.0,9.0,18.0,34.0,19.0,1.0,7.0,28.0,5.0,2.0,0.634,0.495,0.758,1.0,0.0,2.0,45.265,35.0,36.024,1.0,0.357,0.0,0.0,2.243,2.307,2.284,39.294,3.345,2.426,8.905,1.493,22.094,17.737,3.269,3.269,3.195,43.0,13.0,12.0,68.0,2.0,1.0,1.0,17.0,2.0,19.0,15.0,41.0,54.0,11.0,22.0,34.0,17.0,4.0,8.0,42.0,12.0,2.0,1.27,1.514,0.561,0.0,1.0,1.0,66.581,56.0,54.852,5.0,0.558,0.229,0.229,3.674,3.586,3.517,0
PHI,2015,PHI,2015021048,4,21,1,20160316,Team Level,all,0.3888,0.4393,0.5,3600.0,25.302,1.724,1.633,5.54,0.825,15.592,11.686,1.689,1.768,1.733,29.0,8.0,10.0,47.0,3.0,2.0,0.0,3.0,1.0,11.0,17.0,26.0,34.0,3.0,6.0,32.0,19.0,2.0,5.0,30.0,6.0,1.0,0.773,0.658,0.292,1.0,1.0,1.0,47.353,37.0,37.162,5.0,0.351,0.239,0.239,1.836,1.888,1.869,26.68,2.71,1.927,5.941,0.932,15.483,10.007,2.636,2.645,2.572,26.0,11.0,23.0,60.0,2.0,1.0,1.0,8.0,2.0,8.0,16.0,24.0,35.0,2.0,4.0,20.0,22.0,5.0,3.0,22.0,13.0,2.0,0.669,1.61,0.431,0.0,1.0,1.0,58.654,37.0,36.5,3.0,0.433,0.212,0.212,2.931,2.856,2.809,0
EDM,2015,EDM,2015021049,2,14,0,20160316,Team Level,all,0.4784,0.4231,0.4074,3600.0,24.216,3.263,1.987,4.927,0.722,14.102,7.999,3.2,3.252,3.19,27.0,6.0,11.0,44.0,6.0,2.0,2.0,4.0,1.0,12.0,8.0,21.0,27.0,4.0,8.0,28.0,22.0,9.0,21.0,19.0,13.0,1.0,0.668,1.774,0.821,1.0,4.0,1.0,44.722,33.0,33.538,10.0,0.461,0.319,0.319,3.404,3.39,3.338,33.55,3.557,2.191,7.412,1.05,19.029,14.762,3.52,3.563,3.526,28.0,20.0,12.0,60.0,4.0,1.0,1.0,10.0,1.0,19.0,13.0,24.0,44.0,7.0,17.0,40.0,27.0,7.0,9.0,37.0,8.0,3.0,1.138,0.8,1.619,1.0,2.0,1.0,58.657,48.0,46.875,4.0,0.488,0.93,0.93,3.115,3.121,3.095,0
WPG,2015,WPG,2015021050,3,23,1,20160316,Team Level,all,0.5264,0.6075,0.589,3600.0,30.45,1.994,1.872,6.799,0.961,17.573,13.802,1.953,1.98,1.939,29.0,14.0,22.0,65.0,1.0,0.0,0.0,8.0,1.0,10.0,23.0,28.0,42.0,4.0,11.0,20.0,16.0,8.0,10.0,36.0,6.0,1.0,1.07,0.703,0.22,0.0,1.0,0.0,61.51,43.0,41.486,2.0,0.386,0.0,0.0,2.38,2.363,2.316,20.969,1.794,1.407,4.537,0.676,12.721,8.864,1.737,1.811,1.755,21.0,9.0,12.0,42.0,4.0,0.0,0.0,2.0,1.0,9.0,14.0,17.0,26.0,3.0,9.0,39.0,16.0,12.0,16.0,20.0,10.0,0.0,0.576,1.218,0.0,0.0,4.0,0.0,44.046,30.0,30.834,8.0,0.323,0.0,0.0,2.117,2.137,2.072,0
